"row.id","col.id","PRIMARY_NAME_SF","LOCATION_ADDRESS_SF","CITY_NAME_SF","geometry.x","location_name_PFOA","location_PFOA","geometry.y"
"1",5,10,"EARECKSON AIR STATION USAF","SHEMYA ISLAND","ADAK",c(174.107672, 52.722466),"Earekson Air Station, Shemya Island, Aleutian Islands, Alaska","shemya island, aleutian islands, alaska",c(174.113615264899, 52.7139660495138)
"6813",5739,344,"WESTLAND CITY HALL","36601 FORD RD","WESTLAND",c(-83.401727, 42.324194),"Waste Management of MI - Woodland Meadows North Landfill, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4267992, 42.2716345)
"6814",5739,345,"WESTLAND CITY HALL","36601 FORD RD","WESTLAND",c(-83.401727, 42.324194),"Waste Management of MI - Woodland Meadows RDF - Van Buren, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4277086, 42.2643826)
"6815",5739,351,"WESTLAND CITY HALL","36601 FORD RD","WESTLAND",c(-83.401727, 42.324194),"Z Technologies Corporation, Redford Township, Wayne County, Michigan","redford township, wayne county, michigan",c(-83.3030511, 42.3763488)
"6816",5740,227,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Advanced Resources Recovery, Inkster, Wayne County, Michigan","inkster, wayne county, michigan",c(-83.3065713, 42.2904961)
"6817",5740,243,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Cintas Corporation, Westland, Wayne County, Michigan","westland, wayne county, michigan",c(-83.4278337, 42.3308111)
"6818",5740,245,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"City of Livonia - Type III Landfill, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.3625579, 42.3770858)
"6819",5740,255,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Detroit Diesel Corporation, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.2650822, 42.3766661)
"6820",5740,266,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"EQ Resource Recovery, Romulus, Wayne County, Michigan","romulus, wayne county, michigan",c(-83.3955806, 42.2658734)
"6821",5740,268,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Ford Motor Company - Allen Park Clay Mine Landfill, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1986297, 42.2862107)
"6822",5740,281,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"GST AuthoLeather, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.3563145, 42.3800537)
"6823",5740,282,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Hajjar Plating Services, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4151964, 42.2665024)
"6824",5740,285,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"International Hardcoat, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.2450805, 42.3786752)
"6825",5740,300,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"McGean-Rohco, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.423187, 42.380255)
"6826",5740,317,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"RACER Eckles Road, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.430548, 42.376163)
"6827",5740,320,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Racer Trust Site (Former GM Livonia), Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.4303686, 42.3780005)
"6828",5740,337,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"US Ecology Romulus, Romulus, Wayne County, Michigan","romulus, wayne county, michigan",c(-83.3955806, 42.2658734)
"6829",5740,344,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Waste Management of MI - Woodland Meadows North Landfill, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4267992, 42.2716345)
"6830",5740,345,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Waste Management of MI - Woodland Meadows RDF - Van Buren, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4277086, 42.2643826)
"6831",5740,351,"WESTLAND MERCURY EMERGENCY RESPONSE","825 N. HARVEY AVENUE","WESTLAND",c(-83.390035, 42.314482),"Z Technologies Corporation, Redford Township, Wayne County, Michigan","redford township, wayne county, michigan",c(-83.3030511, 42.3763488)
"6832",5741,227,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Advanced Resources Recovery, Inkster, Wayne County, Michigan","inkster, wayne county, michigan",c(-83.3065713, 42.2904961)
"6833",5741,243,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Cintas Corporation, Westland, Wayne County, Michigan","westland, wayne county, michigan",c(-83.4278337, 42.3308111)
"6834",5741,245,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"City of Livonia - Type III Landfill, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.3625579, 42.3770858)
"6835",5741,255,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Detroit Diesel Corporation, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.2650822, 42.3766661)
"6836",5741,264,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"EnviroSolids, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1575972, 42.3352713)
"6837",5741,266,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"EQ Resource Recovery, Romulus, Wayne County, Michigan","romulus, wayne county, michigan",c(-83.3955806, 42.2658734)
"6838",5741,268,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Ford Motor Company - Allen Park Clay Mine Landfill, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1986297, 42.2862107)
"6839",5741,281,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"GST AuthoLeather, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.3563145, 42.3800537)
"6840",5741,282,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Hajjar Plating Services, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4151964, 42.2665024)
"6841",5741,285,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"International Hardcoat, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.2450805, 42.3786752)
"6842",5741,300,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"McGean-Rohco, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.423187, 42.380255)
"6843",5741,317,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"RACER Eckles Road, Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.430548, 42.376163)
"6844",5741,320,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Racer Trust Site (Former GM Livonia), Livonia, Wayne County, Michigan","livonia, wayne county, michigan",c(-83.4303686, 42.3780005)
"6845",5741,325,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Rogue Manufacturing Complex, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1621423, 42.3145529)
"6846",5741,337,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"US Ecology Romulus, Romulus, Wayne County, Michigan","romulus, wayne county, michigan",c(-83.3955806, 42.2658734)
"6847",5741,344,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Waste Management of MI - Woodland Meadows North Landfill, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4267992, 42.2716345)
"6848",5741,345,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Waste Management of MI - Woodland Meadows RDF - Van Buren, Wayne, Wayne County, Michigan","wayne, wayne county, michigan",c(-83.4277086, 42.2643826)
"6849",5741,351,"WESTLAND MI RESIDENTIAL MERCURY","HUNTINGTON CONDO COMPLEX AND OTHER OFFSITE PROPS.","WESTLAND",c(-83.351264, 42.34841),"Z Technologies Corporation, Redford Township, Wayne County, Michigan","redford township, wayne county, michigan",c(-83.3030511, 42.3763488)
"6850",5745,335,"FORTECH PRODUCTS, INC.","10566 PLAZA DRIVE","WHITMORE LAKE",c(-83.76414, 42.44812),"Thermofil, Green Oaks Township, Livingston County, Michigan","green oaks township, livingston county, michigan",c(-83.7411631, 42.4782758)
"6851",5748,225,"WIXOM NITRIC RELEASE","48602 DOWNING STREET","WIXOM",c(-83.52854, 42.50492),"Adept Plastic Finishing Inc. factory, Wixom, Oakland County, Michigan","wixom, oakland county, michigan",c(-83.5294647, 42.4999389)
"6852",5749,227,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Advanced Resources Recovery, Inkster, Wayne County, Michigan","inkster, wayne county, michigan",c(-83.3065713, 42.2904961)
"6853",5749,259,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Domestic Uniform Rental, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.0865494, 42.3405137)
"6854",5749,264,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"EnviroSolids, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1575972, 42.3352713)
"6855",5749,268,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Ford Motor Company - Allen Park Clay Mine Landfill, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1986297, 42.2862107)
"6856",5749,269,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Ford Motor Company - Dearborn Truck Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1578918, 42.3123133)
"6857",5749,270,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Ford Motor Company - New Model Program Development Center, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1578918, 42.3123133)
"6858",5749,280,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Gordie Howe International Bridge U.S. Port of Entry (Customs Plaza), Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.108452, 42.30019)
"6859",5749,298,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Marathon Petroleum Company, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1510215, 42.2805269)
"6860",5749,301,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"MDOT - Parcel 5348, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1026163, 42.3054622)
"6861",5749,325,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Rogue Manufacturing Complex, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1621423, 42.3145529)
"6862",5749,327,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Schaefer Road Wastewater Treatment Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1616909, 42.1865928)
"6863",5749,338,"BASF CORP","1609 BIDDLE AVE.","WYANDOTTE",c(-83.1459, 42.2183),"Usher Oil Company, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1494259, 42.3611131)
"6864",5750,227,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Advanced Resources Recovery, Inkster, Wayne County, Michigan","inkster, wayne county, michigan",c(-83.3065713, 42.2904961)
"6865",5750,264,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"EnviroSolids, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1575972, 42.3352713)
"6866",5750,268,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Ford Motor Company - Allen Park Clay Mine Landfill, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1986297, 42.2862107)
"6867",5750,269,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Ford Motor Company - Dearborn Truck Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1578918, 42.3123133)
"6868",5750,270,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Ford Motor Company - New Model Program Development Center, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1578918, 42.3123133)
"6869",5750,280,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Gordie Howe International Bridge U.S. Port of Entry (Customs Plaza), Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.108452, 42.30019)
"6870",5750,298,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Marathon Petroleum Company, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1510215, 42.2805269)
"6871",5750,301,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"MDOT - Parcel 5348, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1026163, 42.3054622)
"6872",5750,325,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Rogue Manufacturing Complex, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1621423, 42.3145529)
"6873",5750,327,"DETROIT TUBULAR RIVET INC","1213 GROVE","WYANDOTTE",c(-83.1683, 42.19229),"Schaefer Road Wastewater Treatment Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1616909, 42.1865928)
"6874",5751,227,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Advanced Resources Recovery, Inkster, Wayne County, Michigan","inkster, wayne county, michigan",c(-83.3065713, 42.2904961)
"6875",5751,259,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Domestic Uniform Rental, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.0865494, 42.3405137)
"6876",5751,264,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"EnviroSolids, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1575972, 42.3352713)
"6877",5751,268,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Ford Motor Company - Allen Park Clay Mine Landfill, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1986297, 42.2862107)
"6878",5751,269,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Ford Motor Company - Dearborn Truck Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1578918, 42.3123133)
"6879",5751,270,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Ford Motor Company - New Model Program Development Center, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1578918, 42.3123133)
"6880",5751,280,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Gordie Howe International Bridge U.S. Port of Entry (Customs Plaza), Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.108452, 42.30019)
"6881",5751,298,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Marathon Petroleum Company, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1510215, 42.2805269)
"6882",5751,301,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"MDOT - Parcel 5348, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1026163, 42.3054622)
"6883",5751,325,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Rogue Manufacturing Complex, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1621423, 42.3145529)
"6884",5751,327,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Schaefer Road Wastewater Treatment Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1616909, 42.1865928)
"6885",5751,338,"FWS-DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE-GRASSY ISLAND","LOCATED W/IN THE DETROIT RIVER, 10 MILES","WYANDOTTE",c(-83.134085, 42.223643),"Usher Oil Company, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.1494259, 42.3611131)
"6886",5752,227,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"Advanced Resources Recovery, Inkster, Wayne County, Michigan","inkster, wayne county, michigan",c(-83.3065713, 42.2904961)
"6887",5752,259,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"Domestic Uniform Rental, Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.0865494, 42.3405137)
"6888",5752,264,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"EnviroSolids, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1575972, 42.3352713)
"6889",5752,268,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"Ford Motor Company - Allen Park Clay Mine Landfill, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1986297, 42.2862107)
"6890",5752,269,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"Ford Motor Company - Dearborn Truck Plant, Dearborn, Wayne County, Michigan","dearborn, wayne county, michigan",c(-83.1578918, 42.3123133)
"6891",5752,270,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"Ford Motor Company - New Model Program Development Center, Allen Park, Wayne County, Michigan","allen park, wayne county, michigan",c(-83.1578918, 42.3123133)
"6892",5752,280,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVENUE","WYANDOTTE",c(-83.148955, 42.210434),"Gordie Howe International Bridge U.S. Port of Entry (Customs Plaza), Detroit, Wayne County, Michigan","detroit, wayne county, michigan",c(-83.108452, 42.30019)
